iD,Response,Reviewer-1,Reviewer-2,word choice,Organization
5,Single processor contain only one processor while multi processor systems may contain two or more Processors systems have many processors that can perform different tasks.this can be done in symmetric multiprocessing,2,2,,
5,Single processor contains only one processor and multi processor contains more than one processor. Single processor performs only one task whereas multi processor performs more than one task. ,2,2,,
5,Single processor contains only one processor where as multiprocessor os contains two or more processors .In single processor only one application can be executed at a time where as in multiprocessor os multiple applications can be executed at a time.single processors are costly where as multiprocessor aren't that expensive.,2,2,,
5,"1.Single processor system contains only one processor while multiprocessor systems may contain two or more processors.
2.Single processor systems can be more expensive than multiprocessor systems. 
3.It is easier to design a single processor system as compared to a multiprocessor system.",2,2,,
5,"Single processors contain only a single processor. It can perform only one task at a time. Whereas, multiprocessor contains two or more processors and hence more than one task can be performed at a time in multiprocessor.",2,2,,
5,"1.Single processor system contains only one processor while multiprocessor systems may contain two or more processors. On the other hand, multiprocessor systems have many processors that can perform different tasks. This can be done in symmetric or asymmetric multiprocessing.
2.Single processor systems can be more expensive than multiprocessor systems. If n processor multiprocessor system is available, it is cheaper than n different single processor systems because the memory, peripherals etc. are shared.
3.It is easier to design a single processor system as compared to a multiprocessor system. This is because all the processors in the multiprocessor system need to be synchronized and this can be quite complicated.",3,3,,
5," 1)In Single processor operating system only one proces executes at a time.after the completion of that process1, process 2 is enter into the system.in single processor operating system only one user can perform the operations in the system. Example of single processor operating system windows, operating system.
2)in Multiprocessor operating system more than one process executes at a time.all the process enter into system and executes simultaneously or paralley.here more than one user can use this operating system.multiple process are working in parallel that share the computer clock, memory,bus, peripherals devices etc.examples of this system Unix, Linux ect
",3,3,,
5,Single processor has only one processor.. so the execution time is high whereas multiprocessor system more than one processor so the execution time is low.,2,2,,
5,"Single processor system
Most systems use single processor systems.
They perform only one process at a given time, and it carries out the next process in the queue only after the current process is completed.
OS monitors the status of them and also sends them next executable instruction.
1.It relieves CPU of disk scheduling and other tasks.
2.It is suitable for general purpose computers , as it cannot run multiple processes in parallel.

Multi Processor System
1.Also known as parallel or tightly coupled systems as they can run multiple process in parallel to each other efficiently.
2.Two or more processors will be in close communication with each other with shared memory, storage and power supply.",2,2,,
5,Single processor system contains only on processor while multiprocessor contain two or more processors.,1,1,,
5,Single processor contains only one processor while multiprocessor may contain two or more processor,1,1,,
5,"Single processor system: it contains only one processor.
It use different controllers for completing special tasks such as DMA Controller. 
It is more expensive
Multiprocessor system: it may contain two or more processors. Multiprocessor systems are less expensive ",2,2,,
5,"Single processor system. Most systems use single processor systems. 
They perform only one process at a given time, and it carries out the next process in the queue only after the current process is completed. 
OS monitors the status of them and also sends them next executable instruction. 
1.It relieves CPU of disk scheduling and other tasks. 
2.It is suitable for general purpose computers, as it cannot run multiple processes in parallel. 
Multi processor system
1.Also known as parallel or tightly coupled systems as they can run multiple process in parallel to each other efficiently. 
2.Two or more processors will be in close communication with each other with shared memory, storage and power supply. ",3,3,,
5,"Differences Between Single Processor and Multiprocessor Systems. Single processor system contains only one processor while multiprocessor systems may contain two or more processors. ...On the other hand, multiprocessor systems have many processors that can perform different tasks.


",2,2,,
5,"There are many differences between single processor and multiprocessor systems.Some of these are as follows :
-As the name suggests Single processor system contains only one processor while multiprocessor systems may contain two or more processors.
-Single processor systems use different controllers for completing special tasks such as Direct Memory Access Controller. while, multiprocessor systems have many processors that can perform different tasks.
-Single processor systems are more expensive than multiprocessor systems.
-Throughput of a multiprocessor system is more than a single processor system",3,3,,
5,The single operating system can access only user and multiprocessor can access multiple  users I computer  single  operating  systems  is simple the multiprocessor  is complex  single user can task os and single user multi task  the multiprocessor task timesharing and distributed  is  single operation  system example windows apple multiprocessor operating  system example unix and linux ,3,3,,
5,"Single processor system contains only one processor while multiprocessor systems may contain two or more processors.
 On the other hand, multiprocessor systems have many processors that can perform different tasks. This can be done in symmetric or asymmetric multiprocessing.",2,2,,
5,"1. Single processor system contains only one processor while multiprocessor systems may contain two or more processors. 
2. Single processor systems can be more expensive than multiprocessor systems. If n processor multiprocessor system is available, it is cheaper than n different single processor systems because the memory, peripherals etc. are shared. 
3. It is easier to design a single processor system as compared to a multiprocessor system. This is because all the processors in the multiprocessor system need to be synchronized and this can be quite complicated.",3,3,,
5,"Single processor system contains only one processor 
while multiprocessor systems may contain two or more processors.
On the other hand, multiprocessor systems have many processors that can perform different tasks. 
This can be done in symmetric or asymmetric multiprocessing.",2,2,,
5,Single processor contains only one cprocessor while multiprocessor contains two or more processors single processor unit different controllers for completing special tasks such as dma,2,2,,
5,"Single processor contain only one processor
And multiprocessor contain more than one processor,and can do multiple works at a time
",1,1,,
5,Single processor system contains only one processor while multiprocessor systems may contain two or more processors. Single processor systems use different controllers for completing special tasks such as DMA (Direct Memory Access) Controller. This can be done in symmetric or asymmetric multiprocessing.,2,2,,
5,Single processor system can contain only one processor but multiprocessor system contains two or more processor. And the single processor system is use different controllers for completing the special tasks like DMA controllers. ,2,2,,
5,"If the single processor fails to execute or  gone into the state of deadlock the processor halts
But if there are multiple processors though a single processors fails to exicute other processors may finely run ",0,0,,
5,Single processor contains only one processor while multiprocessor may contain two or more processors.Single processor system can be more expensive than multiprocessor.It is easier to design a single processor system as compared to multiprocessor.Throughput of a multiprocessor is more than a single processor.,2,2,,
5,"Single processor process only single unit of task at a time, where multi processor operating system process more than one task at a time .",1,1,,
5,"Main difference is single processor system contains only one process where as multiprocessor system contains multiple processors for executing.

A single processor system contains only one processor. So only one process can be executed at a time and then the process is selected from the ready queue. Even if there are multiple applications need to be executed, since the system contains a single processor and only one process can be executed at a time.

But multi processors contains two or more processors so multiple applications can be executed simultaneously. There can be two main types of symmetric or asymmetric multiprocessing which helps many processors can perform different tasks.",3,3,,
5,"Single processor system contains only one process while multiprocessor systems may contain two or more processor
   Throughout of a multiprocessor system is more than a single processor system
    Single processor systems are less reliable than multiprocessor system",3,3,,
5,Single processor system contains only one processor while multiprocessor systems have many tasks. This can be done in symmetric or asymmetric multiprocessing,1,1,,
5,Single processor contain only one processor while multiprocessor contain two or more processor.single processor use different controller for completing special task such as DMA controller.single processor system can be more expensive than multiprocessor systems.,2,2,,
5,Differences Between Single Processor?˜and?˜Multiprocessor Systems.?˜Single processor system?˜contains only one?˜processor?˜while?˜multiprocessor systems?˜may contain two or more?˜processors.?˜Single processor systems?˜use different controllers for completing special tasks such as Direct Memory Access Controller.,2,2,,
5,"Single processor contains one processor.while multiprocessor contains 2or more processors.
Single processor systems uses different controllers to complete a specific task such as DMA.multiprocessor systems have many processors that can perform different tasks.",2,2,,
5,No of jobs that the system can execute ,0,0,,
5,Work can be dOne easily using multipricesssor,1,1,,
5,"Single processor performs single process at a time.
Multi processor performs multiple processes at a time.",1,1,,
5,"can be executed at a time.

Differences Between Single Processor and Multiprocessor Systems
There are many differences between single processor and multiprocessor systems.Some of these are illustrated as follows ?

Single processor system contains only one processor while multiprocessor systems may contain two or more processors.
Single processor systems use different controllers for completing special tasks such as DMA (Direct Memory Access) Controller. On the other hand, multiprocessor systems have many processors that can perform different tasks. This can be done in symmetric or asymmetric multiprocessing.
Single processor systems can be more expensive than multiprocessor systems. If n processor multiprocessor system is available, it is cheaper than n different single processor systems because the memory, peripherals etc. are shared.
It is easier to design a single processor system as compared to a multiprocessor system. This is because all the processors in the multiprocessor system need to be synchronized and this can be quite complicated.
Throughput of a multiprocessor system is more than a single processor system. However, if the throughput of n single processor systems is T then the throughput of n processor multiprocessor system will be less than T.
Single processor systems are less reliable than multiprocessor systems because if the processor fails for some reason then system cannot work. In multiprocessor systems, even if one processor fails than the rest of the processors can pick up the slack. At most the throughput of the system decreases a little.
Most modern personal computers are single processor systems while multiprocessors are used in niche systems only.",3,3,,
5,Multiprocessor work faster than single processor ,1,1,,
5,Single processor contains only one processor so the processing time is less but in multiprocessor processing of Operation is fast because it contains multi processors,1,1,,
5,"Differences Between Single Processor and Multiprocessor Systems. Single processor system contains only one processor while multiprocessor systems may contain two or more processors. ... On the other hand, multiprocessor systems have many processors that can perform different tasks.",2,2,,
5,"Single processor system contains only one processor while multiprocessor systems may contain two or more processors. ... On the other hand, multiprocessor systems have many processors that can perform different tasks.",2,2,,
5,Single processor can only handle one process at a time but multiprocessor can handle multiple processes at a time independently,1,1,,
5,"Single processor is slower as tasks execute one after another while multiprocessor is fast as tasks execute concurrently
",1,1,,
5,"Single processor system contains only one processor while multiprocessor systems may contain two or more processors.
Single processor systems use different controllers for completing special tasks such as DMA (Direct Memory Access) Controller. On the other hand, multiprocessor systems have many processors that can perform different tasks. This can be done in symmetric or asymmetric multiprocessing.
Single processor systems can be more expensive than multiprocessor systems. If n processor multiprocessor system is available, it is cheaper than n different single processor systems because the memory, peripherals etc. are shared.
It is easier to design a single processor system as compared to a multiprocessor system. This is because all the processors in the multiprocessor system need to be synchronized and this can be quite complicated.
Throughput of a multiprocessor system is more than a single processor system. However, if the throughput of n single processor systems is T then the throughput of n processor multiprocessor system will be less than T.
Single processor systems are less reliable than multiprocessor systems because if the processor fails for some reason then system cannot work. In multiprocessor systems, even if one processor fails than the rest of the processors can pick up the slack. At most the throughput of the system",3,3,,
5,"Differences Between Single Processor and Multiprocessor Systems. Single processor system contains only one processor while multiprocessor systems may contain two or more processors. ... On the other hand, multiprocessor systems have many processors that can perform different tasks.",2,2,,
5,"In single processor only one process is allowed till it's termination,but in multiprocessor multiple process are allowed at a time",1,1,,
5,"Single processor executes a single process at a time.
Multiple processors executes multiple processes at a time.",1,1,,
5,Single processor system will have only one cpu where as multi processor system will have multiple CPUs to execute multiple processes. ,1,1,,
5,"Single processor system contains only one processor while multiprocessor systems may contain two or more processors On the other hand, multiprocessor systems have many processors that can perform different tasks.",2,2,,
5,Single processor system contains only one processor while multiprocessor systems may contain two or more processors. difference is throughput of multu processor is more. ,2,2,,
5,Single process os has only single CPU where as microprocessor has more than one cpu,0,0,,
5,"Single processor:
Cpu utilization is low 
Only one processor is being used
Only one user can access it
Efficiency is low
Response time is high

Multi processor:
Cpu utilization is high
More than one processor are being used
More than one user can access it
Efficiency is high
Response time is low
",3,3,,
5,Single processor system contains only one processor while multiprocessor systems may contain two or more processors.Multiprocessor systems have many processors that can perform different tasks. ,1,1,,
5,"> Single processor system contains only one processor while multiprocessor systems may contain two or more processors.
-> Single processor systems can be more expensive than multiprocessor systems.
-> It is easier to design a single processor system as compared to a multiprocessor system",2,2,,
5,"Single processor system contains only one processor while multiprocessor systems may contain two or more processors.
Single processor systems use different controllers for completing special tasks such as DMA (Direct Memory Access) Controller. On the other hand, multiprocessor systems have many processors that can perform different tasks. This can be done in symmetric or asymmetric multiprocessing.
Single processor systems can be more expensive than multiprocessor systems. If n processor multiprocessor system is available, it is cheaper than n different single processor systems because the memory, peripherals etc. are shared.",3,3,,
5,in single processor different tasks are done together one after other. In multi processor OS multiple tadks are executed simultaneously. ,1,1,,
5,"SINGLE PROCESSOR : single processor contain only one processor
MULTIPROCESSOR: system may contain two or more processors on the other hand, multiprocessor system have many processor that can different tasks",2,2,,
5,"1)In single processor requires single cpu while in multiprocessor requires more than on cpu
2)All works are assigned to single cpu in single processor where in multiprocessor works are divided into multiple CPUs
3) Switching of process/task is hard in single processor compares to multiprocessor
4) multiprocessor have good performance on execution than the single processor",3,3,,
5,"A Single processor OS contain only one CPU,so only one process executed at a time and next process is selected from the queue. Multiprocessor OS contain two or more CPU's, multiple processes can be performed simultaneously.",2,2,,
5," Most systems use single processor systems.They perform only one process at a given time, and it carries out the next process in the queue only after the current process is completed.OS monitors the status of them and also sends them next executable instruction.It relieves CPU of disk scheduling and other tasks.It is suitable for general purpose computers , as it cannot run multiple processes in˜parallel.
                      Multiprocessor 
Also known as parallel or tightly coupled systems as they can run multiple process in parallel to each other efficiently.Two or more processors˜will be in close communication with each other with shared memory, storage and power supply.",3,3,,
5,"A single processor system has just one processor, whereas a multiprocessor system has two or more processors.

A single processor system is easier to build than a multiprocessor one. This is due to the  processors in a multiprocessor system must be synchronised, which can be rather difficult.

Systems with a single CPU is more expensive.Multiprocessor system is less expensive than n separate single-processor systems.

Single processor systems are less reliable than multiprocessor systems.

Throughput of a multiprocessor system is more than a single processor system",3,3,,
5,"1) In single processor requires single cpu while in multiprocessor requires more than one cpu
2) All works are assigned to single cpu in single processor wherein multiprocessor works are divided into multiple CPUs
3) Switching of process/task is hard in single processor compares to multiprocessor
4) multiprocessor have a good performance on execution than the single processor",3,3,,
5,Single processor has one processor where a multiprocessor has more than one processor.Multiprocessor takes less time compare to single processor.single processor is more expensive than multiprocessor. Multiprocessor is a time saving processor compare to single processor.,2,2,,
5,"1.Single processor system contains only one processor while multiprocessor may contain two or more processors.
2.Throughput of multiprocessor system is more than a single processor system.
3.Single processor systems use different controllers for completing special tasks such as DMA (Direct Memory Access) Controller. On the other hand, multiprocessor systems have many processors that can perform different tasks. This can be done in symmetric or asymmetric multiprocessing.",3,3,,
5,"Single processor system contains only one processor while multiprocessor systems may contain two or more processors. ... On the other hand, multiprocessor systems have many processors that can perform different tasks.",2,2,,
5,Single processor has only one processing unit while multiprocessor has multiple units,1,1,,
5,Single processor has 1 processor to perform all tasks whereas multiprocessor systems has many processors to perform tasks,1,1,,
5,Single processor os has only 1 processor to perform all tasks whereas multiprocessor has many processors to do them,1,1,,
5,"SUNGLE PROCESSOR
1.A single processor system contain only one processor.
2.Only one processor can be executed.
3.If there are multiple applications,only one processor can be executed.
MULTIPROCESSOR
1.Multiple processor contain two or more processor.
2.Multiple applications can be executed simultaneously.
3.There are symmetric or asymmetric multiproccesing which helps many processor can perform different tasks",2,2,,
5,"Differences Between Single Processor and Multiprocessor Systems. Single processor system contains only one processor while multiprocessor systems may contain two or more processors. ... On the other hand, multiprocessor systems have many processors that can perform different tasks.",2,2,,
5,"Single processor
  1.contains only one processor
   2.more expensive
   3.less throughput
Multi processing
  1.more than one
   2.more throughput
   3.cheap",3,3,,
5,Single processor is a  processor which contains single process it handles batch processbut multiprocessor system handles single process,1,1,,
5,"Differences Between Single Processor and Multiprocessor Systems. Single processor system contains only one processor while multiprocessor systems may contain two or more processors. ... On the other hand, multiprocessor systems have many processors that can perform different tasks.",2,2,,
5,"Single processor contains only one processor,multiprocessor contains two or more processors",1,1,,
5,"1)Single processor system contains only one processor while multiprocessor systems may contain two or more processors.
2)Single processor systems use different controllers for completing special tasks such as DMA  Controller. On the other hand, multiprocessor systems have many processors that can perform different tasks. 
3)Single processor systems can be more expensive than multiprocessor systems. 
4)Most modern personal computers are single processor systems while multiprocessors are used in niche systems only.",3,3,,
5,"single processor system contains only one processor while multiprocessor systems may contain two or more processors. On the other hand , multiprocessor systems have many processors that can perform different tasks.",2,2,,
5,Single processor processes only 1 process at a time,1,1,,
5,"Differences Between Single Processor and Multiprocessor Systems. Single processor system contains only one processor while multiprocessor systems may contain two or more processors. ... On the other hand, multiprocessor systems have many processors that can perform different tasks.",1,1,,
5,"Multitasking, in an operating system, is allowing a user to perform more than one computer task (such as the operation of an application program) at a time. The operating system is able to keep track of where you are in these tasks and go from one to the other without losing information.",2,2,,
5,Multiprocessor are much more efficient than single processor and can perform fast than single processor,1,1,,
5,multiprocessor systems may contain two or more processors.,1,1,,
5,"Single processor system contains only one processor while multiprocessor systems may contain two or more processors. ... On the other hand, multiprocessor systems have many processors that can perform different tasks. This can be done in symmetric or asymmetric multiprocessing.",2,2,,
5,"Single proccessor- can't run multiple tasks smoother.
Multiprocessor- It can handle the multiple applications smoothly as ir contains multiple cpu's.",1,1,,
5,"Single processor contains one processor
Multi processor contains more than one processor ",1,1,,
5,Single processor takes more time to complete work but not like multiprocessor can complete the work in at a time.,1,1,,
5,Single processor system contains only one processor while multiprocessor systems may contain two or more processors,1,1,,
5,"Single processor os is used for general purpose system, like most people have this

Where as multi processor is is used for some large data processing purpose, like our isro uses it. ",1,1,,
5,Single processor can execute single program at a time but multi processor can execute multiple programs at a time ,1,1,,
5,"Multiple.can be excited at a time
Single.only input or output",0,0,,
5,In single process the process can be executed sequentially...in multi processor the processor can be executed parallel it is implemented by concept of thread. ,1,1,,
5,"Single processor system contains only one processor while multiprocessor systems may contain two or more processors.
Single processor systems use different controllers for completing special tasks such as DMA (Direct Memory Access) Controller. On the other hand, multiprocessor systems have many processors that can perform different tasks.",2,2,,
5,In sequential order the process can be executed in single processor.whereas in multi processor the process can be executed in parallel form.,1,1,,
5,Single instructions to a program and multiple instructions are done in parallel in multiprocessor,1,1,,
5,Parallel order,0,0,,
5,One processor for single and two or more processors for multiple ,1,1,,
5,..,0,0,,
5,Multi processor can access more applications ,0,0,,
5,"There are many differences between single processor and multiprocessor systems.Some of these are illustrated as follows 
Single processor system contains only one processor while multiprocessor systems may contain two or more processors.
Single processor systems use different controllers for completing special tasks such as DMA (Direct Memory Access) Controller. On the other hand, multiprocessor systems have many processors that can perform different tasks. This can be done in symmetric or asymmetric multiprocessing.
Single processor systems can be more expensive than multiprocessor systems. If n processor multiprocessor system is available, it is cheaper than n different single processor systems because the memory, peripherals etc. are shared.
It is easier to design a single processor system as compared to a multiprocessor system. This is because all the processors in the multiprocessor system need to be synchronized and this can be quite complicated.
Throughput of a multiprocessor system is more than a single processor system. However, if the throughput of n single processor systems is T then the throughput of n processor multiprocessor system will be less than T.
Single processor systems are less reliable than multiprocessor systems because if the processor fails for some reason then system cannot work. In multiprocessor systems, even if one processor fails than the rest of the processors can pick up the slack. At most the throughput of the system decreases a little.
Most modern personal computers are single processor systems while multiprocessors are used in niche systems only.
",5,5,,
5,Single processor system contains only one processor while multiprocessor systems may contain two or more processors.multiprocessor systems have many processors that can perform different tasks so it can be more useful than single processor.,2,2,,
5,Single processor operating system performs only single task in time whereas multiprocessor operating system performs multiple tasks in a time,1,1,,
5,"Single processor system contains only one processor while multiprocessor systems may contain two or more processors. ... On the other hand, multiprocessor systems have many processors that can perform different tasks.",2,2,,
5,.,0,0,,
5,"Single processor can only execute one time.
Multi processor can execute at least 1 or more time. ",0,0,,
5,"There are many differences between single processor and multiprocessor systems.they are single and multi processor 

1)Single processor system contains only one processor while multiprocessor systems may contain two or more processors.
Single processor systems use different controllers for completing special tasks such as DMA  Controller.   
2) The  multiprocessor systems have many processors that can perform different tasks. This can be done in symmetric or asymmetric multiprocessing.",3,3,,
5,"Single processor system contains only one processor while multiprocessor systems may contain two or more processors.On the other hand, multiprocessor systems have many processors that can perform different tasks.",2,2,,
5,"In a single processor operating system there is only a single processor to perform a task.It takes more amount of time to complete multiple task .Where as in multi processor there are multiple processor processors,it takes less amount of time to complete multiple task.",2,2,,
5,"Single processor executes only single process
Where in multiprocessor excutes many number
Single processor consist one single process
Multiprocess consists Many processes .
It is Easy to design Single Processor Systems
It is tough to design a multiprocess",3,3,,
5,"Single processor contain only one processor it can handle only one process at a time
multi processor handles multiple process by using only single cpu and it increase the enhance and thoughoutput",2,2,,
5,"Single processor system contains only one processor while multiprocessor systems may contain two or more processors.
Single processor systems use different controllers for completing special tasks such as DMA (Direct Memory Access) Controller. On the other hand, multiprocessor systems have many processors that can perform different tasks.",2,2,,
5,"in single processor the tasks are done in a slow manner.
In multiprocessor the tasks are done fast and accurate.
According to the architecture of processor the registers are maintained in the process or to do the tasks.",2,2,,
5,"Single processor system contains only one processor while multiprocessor systems may contain two or more processors , single processor are more cost compared to multiprocessor and single processor system are less reliable whereas multiprocessor system s are more reliable",2,2,,
5,"The difference between single processor and a multiprocessor operating system is nothing but Single processor system contains only one processor while multiprocessor systems may contain two or more processors. ... On the other hand, multiprocessor systems have many processors that can perform different tasks.and this is done by symmetric and the asymmetric multiprocessing ",2,2,,
5,A single processor system is much easy and less reliable compared to multi processor system. Multi processor system has more runtime and throughout than the single processor system. Working on multiple processors helps the multi processor system to perform many tasks parallely. ,2,2,,
5,"In single processor system it can access or run the programs one by one.Here it contains a single processor.But in multiprocessor systems we can run or access the multiple applications at a time,and it contains of multiple processors.The accessing of applications is more faster in multiprocessor systems than in single processor systems.",2,2,,
5,Single processor is slower when compared to multiprocessor it cannot perform tasks as multiprocessor it takes lots of time,1,1,,
5,"single processor operating system processes only for once .
multi processor operating system processes for multiple/many times. 
single processor contains only one processor whereas the multiprocessor contains more than one processor .
single processor cost is more because here every processor requires seperate resources.
multiprocessor coat is less than equivalent multiple single processor systems because they use the same resources on the sharing bases.
",1,1,,
5,"Difference between single processor and multiprocessor in operating system is 
A single processor system contains only one processor. So only one process can be executed at a time and then the process is single processor
Multiprocessor Operating system. Multiprocessor system means, there are more than one processor which work parallel to perform the required operation.",2,2,,
5,"1. Single processor system contains only one processor while multiprocessor systems may contain two or more processors
2.Single processor systems cost is more because here every processor requires separate resources.
3.Multiprocessor systems cost less than equivalent multiple single processor systems because they use the same resources on a sharing basis",3,3,,
5,"Single processor system contains only one processor. So only one process can be executed at a time and then the process is selected from the ready queue. ... However, the system contains a single processor and only one process can be executed at a time.
Multiprocessor system consists of multiple processors and a method for communication between the processors. A common form of multiprocessing in computer systems is homogeneous multiprocessing, also called symmetric multiprocessing (SMP), in which two or more identical processors share a single main memory.",2,2,,
5,"Single processor system contains only one processor while multiprocessor systems may contain two or more processors and multiprocessor On the other hand, multiprocessor systems have many processors that can perform different tasks. This can be done in symmetric or asymmetric multiprocessing",2,2,,
5,Single processor can handle only one task at a time instance but where as multiprocessor can uptake more than one process at a glance based on their respective schedulings,2,2,,
5,Single processor operating system uses one processor to perform the process.Whereas multiprocessor uses more than one processor to perform the process.,2,2,,
5,"In single processor the system take huge amount of time. 
In multi processor system take short time to process data. ",1,1,,
5,"Single processor contains only one processor but multiprocessor contains multiple processors. 
",1,1,,
5,Single processor system contains only one processor while multiprocessor systems may contain two or more processors,1,1,,
5,Single processor contains only one cpu or processor for execution where in multi processor have two or more processors for the excecution or completion of required tasks.,1,1,,
5,Single processor use single process to complete the process where as multi processor use multiple processes to complete the task ,1,1,,
5, Single processor system contains only one processor while multiprocessor systems may contain two or more processors. Single processor systems use different controllers for completing special tasks such as DMA (Direct Memory Access) Controller.,2,2,,
5,Signle processor is access only one application at a time when interaction with the user but multiprocessor is can able to access multiple applications process that is main difference between two opening system based on the time complexity.,2,2,,
5,"1.Multiprocessor is has short response time than single processor
2.memory is larger in multiprocessor than single processor
3.performance is better in multi processor
4.reliability is more in multi processor
5.cost is more for multi processor

",4,4,,
5,Single processor does only single task and multiprocessor perform multiple tasks ,1,1,,
5,"There are many differences between single processor and multiprocessor systems.Some of these are illustrated as follows ?

Single processor system contains only one processor while multiprocessor systems may contain two or more processors.
Single processor systems use different controllers for completing special tasks such as DMA (Direct Memory Access) Controller. On the other hand, multiprocessor systems have many processors that can perform different tasks. This can be done in symmetric or asymmetric multiprocessing.
Single processor systems can be more expensive than multiprocessor systems. If n processor multiprocessor system is available, it is cheaper than n different single processor systems because the memory, peripherals etc. are shared.
It is easier to design a single processor system as compared to a multiprocessor system. This is because all the processors in the multiprocessor system need to be synchronized and this can be quite complicated.
Throughput of a multiprocessor system is more than a single processor system. However, if the throughput of n single processor systems is T then the throughput of n processor multiprocessor system will be less than T.
Single processor systems are less reliable than multiprocessor systems because if the processor fails for some reason then system cannot work. In multiprocessor systems, even if one processor fails than the rest of the processors can pick up the slack. At most the throughput of the system decreases a little.
Most modern personal computers are single processor systems while multiprocessors are used in niche systems only",5,5,,
5,"Single processor can handle only one process at a unit time ,but multiprocessor can handle more than one process at a unit time",1,1,,
5,"single processor: single processor contain only one processorand perform single task at atime.Not as reliable as multiprocessor.
have less traffic.More responsive
multi processor:It has more than one processor.
reliability is more
.taslks divided among different processors
.Have more traffic
it is efficient",2,2,,
5,"Single processor system contains only one processor while multiprocessor systems may contain two or more processors. ... On the other hand, multiprocessor systems have many processors that can perform different tasks. This can be done in symmetric or asymmetric multiprocessing",2,2,,
5,Differences Between Single Processor and Multiprocessor Systems. Single processor system contains only one processor while multiprocessor systems may contain two or more processors. Single processor systems use different controllers for completing special tasks such as DMA Controller.,3,3,,
5,Single processor system contains only one processor while multiprocessor systems may contain two or more processors. Single processor systems use different controllers for completing special tasks.,2,2,,
5,Single processor system contains only one processor while multiprocessor systems may contain two or more processors. multiprocessor systems have many processors that can perform different task,2,2,,
5,"For a single processor there will be having only one processor which can be helpful in completing a single task...
Whereas a multi processor there will be more than 1 processor which can be helpful in efficient manner as compared to the single processor",2,2,,
5,In single processor it executes only one job at a time.But in multi processor it executes multiple jobs at the same time and it makes the processor faster,1,1,,
5,"Performance, availability are the major differences between single processor and multi processor operating systems. ",1,1,,
5,Single processor executes single job at one single time and makes the processing further. Multi processor executes multiple jobs at the same time and makes the processing further,2,2,,
5,Single processor execute only 1 process over a completion of one cycle but in multiprocessor system it executes multi processes over a completion of one cycle ,1,1,,
5,Single processor system is less reliable because failure in one processor will result in failure of the entire system. Multiprocessor system is more reliable because failure of one processor does not halt the entire system but only speed will be slowed down.,2,2,,
5,"Single processor can handle the single process and it becomes difficult to the single processor when there are many processing to be executed.

In multi processor it can handle multiple processes at the same time in a best way with out any problem.it can execute all the process according to the scheduling algorithms.",2,2,,
5,"Single processor system contains single processor and multiple processor contains  two or more processors.
It is easy to design single processor system whereas multiple processor system is complicated to design.
Single processor is costly where as multiple processor is not as costly as single.",3,3,,
5,"Differences Between Single Processor and Multiprocessor Systems

1.Single processor system contains only one processor while multiprocessor systems may contain two or more processors.
2.Single processor systems use different controllers for completing special tasks .
              On the other hand, multiprocessor systems have many processors that can perform different tasks. This can be done in symmetric or asymmetric multiprocessing",3,3,,
5,Single processor os can be used for only 1 pocess at a time for any use and only 1 tyep of opearting system can be performed for an opearting system.wheras multiprocessor opearting system can be performed by multiple operations in a given system which may also be good to perform all opaerations in a given system what we are needed.,2,2,,
5,Single processor system contains only one processor while multiprocessor systems may contain two or more processors.,1,1,,
5,ÿSingle processor system contains only one processor while multiprocessor systems may contain two or more processors. Single processor systems use different controllers for completing special tasks such as DMA Controller.,2,2,,
5,"The difference between single processor and multiprocessor is single processor can assign one task at a time whereas multi tasking system can assign multiple tasks at a time within the given period of time.
Differences Between Single Processor and Multiprocessor Systems. Single processor system contains only one processor while multiprocessor systems may contain two or more processors. Single processor systems use different controllers for completing special tasks such as DMA (Direct Memory Access) Controller.",3,3,,
5,In single processor mechanism a single process is processed in the CPU after which next process enters CPU. This is used in very ancient computers. The single processors take longer time to complete the tasks. Whereas multiprocessor system executes multiple processer simultaneously which makes the tasks complete in less time and makes computing faster. ,3,3,,
5,"In single processor the first come to ready queue and from there various methods are used for execution of a process 
But in multiprocesses there is no chance of waiting even the latest process can be executed parallely rather than waiting in a queue and following FCFS ,SJF, PRIORITY etc;",2,2,,
5,Only process will be executed at a time and in multi processor Many processes will be executed at a strech.,1,1,,
5,In single proccessor only one task can be performed where as in multiprocessor multiple tasks can be performed,1,1,,
5,The difference between the the single processor and multiprocessor operating systems are single processor system contains one processor while the multi processor system contains two or more processors.,1,1,,
5,"In a single processor OS if the processor fails then system will stop but in multi processor system the system will not stop.
In multi processor system ,it has very less response time.",2,2,,
5,"Single process is give the output at a time,and multiprocessor is give output multiple times.single process is use to run the code,and multiprocessor is used to run the two codes at a time.",2,2,,
5,Many can be there,0,0,,
